,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,59.0,0.002502438817491623,23577.0,2364.0,0.10026720956864743,D8_Virtual-06-04-2022__09_02_29,15424.0,0.6541968867964542,5730.0,0.2430334648174068
1,18.0,0.0012062726176115801,14922.0,1214.0,0.0813563865433588,D8_Virtual-06-04-2022__09_44_54,9641.0,0.6460930170218471,4049.0,0.2713443238171827
2,12.0,0.0006261087342168423,19166.0,945.0,0.049306062819576335,D8_Virtual-06-04-2022__10_03_07,11631.0,0.6068558906396744,6578.0,0.3432119378065324
3,28.0,0.0014413672397817355,19426.0,2480.0,0.12766395552352516,D8_Virtual-06-04-2022__10_26_09,8847.0,0.4554205703696078,8071.0,0.41547410686708536
4,20.0,0.0014532771399505887,13762.0,1973.0,0.14336578985612555,D8_Virtual-09-03-2022__09_18_23,4480.0,0.32553407934893186,7289.0,0.529646853654992
5,8.0,0.00044133061179456063,18127.0,1279.0,0.07055773156065538,D8_Virtual-16-03-2022__08_50_57,6866.0,0.3787719975726817,9974.0,0.5502289402548685
6,16.0,0.0010357327809425167,15448.0,993.0,0.06428016571724494,D8_Virtual-16-03-2022__09_12_04,8948.0,0.5792335577421025,5491.0,0.35545054375971
7,25.0,0.002857796067672611,8748.0,712.0,0.08139003200731595,D8_Virtual-16-03-2022__09_29_31,3945.0,0.450960219478738,4066.0,0.4647919524462734
8,,,13849.0,362.0,0.02613907141309842,D8_Virtual-16-03-2022__09_39_49,8728.0,0.6302260090981299,4759.0,0.3436349194887717
9,48.0,0.003938946331856229,12186.0,842.0,0.06909568357131134,D8_Virtual-16-03-2022__10_17_20,6889.0,0.5653208600032824,4407.0,0.36164451009355
10,104.0,0.006862421643022105,15155.0,794.0,0.05239194985153415,D8_Virtual-16-03-2022__10_31_25,7342.0,0.4844605740679644,6915.0,0.4562850544374794
11,109.0,0.010145197319434102,10744.0,601.0,0.055938198064035737,D8_Virtual-23-02-2022__09_20_02,5950.0,0.5537974683544303,4084.0,0.38011913626209975
12,22.0,0.0014849814377320286,14815.0,902.0,0.06088423894701316,D8_Virtual-23-02-2022__09_57_16,6152.0,0.4152548093148836,7739.0,0.5223759703003712
13,66.0,0.0034953924372418178,18882.0,1602.0,0.08484270734032412,D8_Virtual-23-02-2022__10_15_35,7045.0,0.3731066624298274,10169.0,0.5385552377926067
14,280.0,0.016809749654799783,16657.0,2696.0,0.16185387524764366,D8_Virtual-23-02-2022__10_39_02,5861.0,0.3518640811670769,7820.0,0.4694722939304797
15,13.0,0.0009742206235011993,13344.0,1539.0,0.11533273381294964,D8_Virtual-23-02-2022__10_57_55,6387.0,0.4786420863309353,5405.0,0.4050509592326139
16,47.0,0.004774966981611298,9843.0,1260.0,0.12800975312404755,D8_Virtual-30-03-2022__09_13_19,5056.0,0.5136645331707813,3480.0,0.3535507467235599
17,12.0,0.0014008872285780991,8566.0,1103.0,0.12876488442680364,D8_Virtual-30-03-2022__09_24_41,4061.0,0.4740835862713052,3390.0,0.3957506420733131
18,5.0,0.0005857544517338331,8536.0,568.0,0.06654170571696345,D8_Virtual-30-03-2022__09_46_49,5376.0,0.6298031865042174,2587.0,0.3030693533270853
19,,,13343.0,395.0,0.029603537435359366,D8_Virtual-30-03-2022__10_52_02,7872.0,0.5899722701041745,5076.0,0.38042419246046616
