,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,45.0,0.004127682993946065,10902.0,2505.0,0.2297743533296643,D1_Presential-14-02-2022__08_10_15,5660.0,0.5191707943496606,2692.0,0.24692716932672906
1,32.0,0.0019714144898965013,16232.0,2545.0,0.15678905864958104,D1_Presential-14-02-2022__08_24_57,10013.0,0.6168679152291769,3642.0,0.2243716116313455
2,15.0,0.0008262641842018288,18154.0,4372.0,0.2408284675553597,D1_Presential-14-02-2022__08_44_27,10848.0,0.5975542580147626,2919.0,0.16079101024567588
3,44.0,0.002599090318388564,16929.0,2331.0,0.13769271664008506,D1_Presential-14-02-2022__10_22_55,9452.0,0.5583318565774706,5102.0,0.30137633646405576
4,26.0,0.0021446836591602733,12123.0,3340.0,0.2755093623690505,D1_Presential-14-02-2022__10_42_29,4187.0,0.3453765569578487,4570.0,0.3769693970139405
5,82.0,0.005063291139240506,16195.0,3264.0,0.2015436863229392,D1_Presential-14-02-2022__10_58_22,8624.0,0.5325100339610991,4225.0,0.2608829885767212
6,108.0,0.008928571428571428,12096.0,1506.0,0.12450396825396826,D1_Presential-14-02-2022__11_18_55,6464.0,0.5343915343915344,4018.0,0.33217592592592593
7,186.0,0.00787201625190452,23628.0,8428.0,0.35669544608092096,D1_Presential-14-02-2022__11_37_11,9044.0,0.38276620958185203,5970.0,0.2526663280853225
8,54.0,0.0030115442529697173,17931.0,3144.0,0.1753387987284591,D1_Presential-14-02-2022__12_08_17,8938.0,0.4984663432045062,5795.0,0.323183313814065
9,63.0,0.0030841533264796593,20427.0,5300.0,0.2594605179419396,D1_Presential-14-02-2022__12_29_00,6942.0,0.33984432368923484,8122.0,0.3976110050423459
10,70.0,0.003540539173536999,19771.0,3851.0,0.19478023367558545,D1_Presential-14-02-2022__12_52_33,7909.0,0.4000303474786303,7941.0,0.4016488796722472
11,156.0,0.015776699029126214,9888.0,2340.0,0.2366504854368932,D1_Presential-14-02-2022__13_25_20,3412.0,0.34506472491909385,3980.0,0.4025080906148867
12,94.0,0.009896820383238577,9498.0,1880.0,0.19793640766477152,D1_Presential-14-02-2022__13_37_23,3196.0,0.3364918930301116,4328.0,0.4556748789218783
13,118.0,0.01040197461212976,11344.0,2503.0,0.22064527503526093,D1_Presential-15-02-2022__10_59_33,4922.0,0.4338857545839209,3801.0,0.3350669957686883
14,463.0,0.02832843857072932,16344.0,2988.0,0.1828193832599119,D1_Presential-15-02-2022__11_22_39,7885.0,0.4824400391581009,5008.0,0.306412139011258
15,868.0,0.04017216642754663,21607.0,2954.0,0.1367149534872958,D1_Presential-15-02-2022__11_42_32,9364.0,0.43337807192113664,8421.0,0.3897348081640209
16,90.0,0.002896778138980979,31069.0,5439.0,0.17506195886575046,D1_Presential-15-02-2022__12_07_21,19422.0,0.6251247223920949,6118.0,0.1969165406031736
17,36.0,0.0035799522673031032,10056.0,2388.0,0.2374701670644392,D1_Presential-15-02-2022__12_45_57,3613.0,0.3592879872712808,4019.0,0.39966189339697694
18,149.0,0.00873644092641454,17055.0,3771.0,0.22110817941952507,D1_Presential-15-02-2022__12_58_22,8944.0,0.5244209909117561,4191.0,0.2457343887423043
19,401.0,0.03435866678090995,11671.0,3141.0,0.26912860937366123,D1_Presential-15-02-2022__13_18_12,2485.0,0.21292091508868136,5644.0,0.4835918087567475
