953.0731,950.3612,948.9956,951.4573,962.706,989.87146,1025.7344,1061.6249,1089.323,1100.6409,1090.7225,1077.1733,1068.6305,1066.9264,1069.7313,1075.3394,1080.5367,1061.4948,1087.8845,1109.8347,1125.7954,1136.652,1168.7461,1173.8018,1175.5262,1172.2849,1160.4467,1150.3054,1159.1633,1168.9585,1169.2703,1124.1824,1135.1049,1144.1244,1147.4812,1145.4127,1078.2645,1096.7968,1105.094,1107.4171,1103.0103,1091.2649,1139.7494,1151.9487,1160.2073,1152.9464,1154.0366,1148.8688,1089.6686,1116.1508,1135.9489,1141.8888,1146.4014,1144.9226,1132.6311,1136.645,1135.0375,1129.0156,1120.8722,1109.3884,1093.0479,1124.7301,1134.2179,1137.7968,1131.9795,1134.544,1129.3241,1121.8605
277.35944,311.2476,342.01367,372.3504,408.16217,440.38104,464.11606,485.0771,496.61728,489.33063,472.07922,451.49658,422.01758,387.75366,357.9813,327.7853,294.2086,268.63947,263.84253,265.0608,269.86246,276.29227,280.42468,276.36514,273.847,274.9817,281.77814,309.32718,331.37253,353.94788,371.61063,378.63458,382.21213,385.9557,383.6355,381.0509,296.70752,294.36536,295.31088,302.12317,305.52853,304.41284,306.42444,301.25754,302.8364,306.7482,312.5183,311.71448,418.75226,410.58582,405.69165,408.3861,406.8648,413.799,423.55402,434.4248,440.7294,441.15332,438.97003,431.21844,418.3863,415.9052,416.7056,417.4171,422.7613,426.81155,427.05484,425.04767
954.477,189.75217,1180.4642,491.13556,0.999943
945.0335,942.47797,941.2894,943.8447,954.94824,981.7631,1017.1142,1052.3279,1079.6443,1091.0358,1081.315,1068.0048,1059.6716,1058.0564,1060.8226,1066.3523,1071.394,1052.1569,1078.3619,1100.188,1116.0686,1126.8872,1158.741,1163.716,1165.4097,1162.1467,1150.291,1140.7814,1149.5795,1159.2256,1159.5144,1114.5806,1125.4653,1134.4504,1137.7915,1135.6871,1068.7102,1087.1151,1095.4148,1097.7902,1093.3733,1081.6337,1129.8052,1141.8895,1150.1854,1142.8794,1143.9886,1138.8588,1079.849,1106.2787,1126.0099,1131.9043,1136.4509,1135.0431,1122.822,1126.6759,1124.973,1118.9355,1110.8071,1099.4062,1083.1866,1114.8202,1124.2751,1127.8718,1122.1825,1124.5256,1119.2651,1111.8058
277.8636,311.5795,342.2724,372.46793,407.99866,439.89062,463.24963,484.2066,496.29858,490.23633,474.11908,454.79968,426.40628,392.78888,363.3987,333.4943,300.2057,267.23425,262.4372,263.77203,268.75317,275.42676,280.95,277.37912,275.4503,277.27142,284.6582,308.48956,330.03857,352.32166,369.91177,377.21613,380.87115,384.8836,382.91864,380.67413,295.313,292.89148,294.1281,301.36514,304.3565,303.02042,307.07803,302.148,304.16058,308.61273,313.86264,312.55283,417.07437,408.9714,404.4577,407.37885,406.12482,413.6618,424.1455,434.37195,440.1842,440.20605,437.69678,429.7782,416.8385,414.68378,415.75238,416.85095,423.29254,426.35297,426.26282,423.9402
950.51044,188.28748,1165.2115,486.56262,0.9999187
938.0912,935.16925,933.58154,935.67194,946.14557,972.2754,1006.8828,1041.4697,1068.9523,1081.4178,1073.1205,1061.4218,1054.594,1053.9001,1057.1703,1062.967,1068.2722,1042.2704,1067.9479,1089.5588,1105.4116,1116.3774,1149.2822,1154.5912,1156.8152,1154.2979,1143.4167,1130.0673,1138.3469,1147.4664,1147.6785,1103.7305,1114.5002,1123.5332,1127.1785,1125.4023,1058.7627,1076.831,1085.3035,1087.9965,1083.2571,1071.4648,1121.0708,1133.2253,1141.6273,1135.0847,1135.6167,1130.1338,1069.7019,1095.7092,1115.2354,1121.2345,1125.8998,1124.8947,1113.2771,1116.3917,1114.312,1108.0457,1099.7894,1088.5981,1073.0978,1104.1965,1113.7325,1117.507,1112.5479,1113.8849,1108.4636,1100.9502
275.11392,308.05444,337.9399,367.68854,403.06824,434.97507,458.61926,479.526,490.65045,483.33386,465.79434,445.0882,415.7776,381.9135,352.653,323.22534,290.5495,267.4883,262.8789,264.21097,268.88043,275.0396,278.78015,274.85327,272.3159,273.13022,279.5473,307.0783,328.72403,350.98734,368.3064,375.27673,378.6918,382.26288,379.94153,377.38196,294.91333,292.78354,293.63846,300.08203,303.50757,302.48865,303.98297,299.02115,300.5167,304.09262,309.86722,309.14313,415.32098,406.99786,401.95233,404.53027,402.95703,409.70074,419.2709,430.20398,436.55496,437.0724,435.00635,427.44617,414.93884,411.9726,412.65475,413.2385,418.51886,422.95117,423.31125,421.38684
937.8492,189.23027,1161.0231,489.3584,0.999966
906.1509,904.3948,904.2374,907.3262,918.1572,944.1241,978.04333,1012.21375,1042.5897,1060.2454,1057.4453,1050.7571,1047.8169,1048.8257,1052.6635,1058.4822,1063.4033,1002.55023,1027.7306,1050.0137,1067.0399,1079.4688,1119.6125,1126.9396,1131.8015,1132.6016,1125.2546,1097.4657,1104.8649,1112.9902,1113.2189,1071.1721,1082.1245,1092.1064,1097.3264,1097.148,1021.2128,1039.1837,1049.4835,1054.482,1047.9368,1034.5737,1094.7626,1107.9043,1118.4813,1114.1271,1112.6599,1105.0443,1038.3435,1063.7161,1083.6584,1090.6395,1096.3762,1098.4141,1090.0562,1090.2034,1085.9722,1077.9696,1068.4258,1056.9088,1042.2054,1073.5856,1083.9984,1089.3127,1088.9563,1085.4232,1078.4978,1069.9619
