,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,19.0,0.002025370429591728,9381.0,1370.0,0.14603986781792985,D1_Virtual-08-02-2022__15_04_55,6300.0,0.6715701950751519,1692.0,0.1803645666773265
1,99.0,0.005407767520620528,18307.0,2511.0,0.13716064893210247,D1_Virtual-08-02-2022__15_18_21,12439.0,0.6794668705959469,3258.0,0.1779647129513301
2,53.0,0.006395559309762279,8287.0,1583.0,0.19102208278025826,D1_Virtual-08-02-2022__15_39_24,3620.0,0.4368287679498009,3031.0,0.3657535899601786
3,67.0,0.006423161729460261,10431.0,2644.0,0.2534752180998945,D1_Virtual-08-02-2022__15_50_35,3570.0,0.3422490652861662,4150.0,0.39785255488447896
4,72.0,0.007250755287009063,9930.0,1741.0,0.17532729103726086,D1_Virtual-08-02-2022__16_04_31,3867.0,0.3894259818731118,4250.0,0.4279959718026184
5,46.0,0.005956234623850835,7723.0,1630.0,0.21105787906254048,D1_Virtual-08-02-2022__16_17_53,3704.0,0.4796063705813803,2343.0,0.30337951573222843
6,44.0,0.003031764624819128,14513.0,3106.0,0.21401502101564115,D1_Virtual-08-02-2022__16_38_20,4285.0,0.29525253221249914,7078.0,0.4877006821470406
7,120.0,0.021482277121374863,5586.0,1325.0,0.2372001432151808,D1_Virtual-08-02-2022__16_56_29,2618.0,0.468671679197995,1523.0,0.2726459004654493
8,171.0,0.0090538465611267,18887.0,2838.0,0.15026208503203262,D1_Virtual-08-02-2022__17_10_15,8394.0,0.4444326785619738,7484.0,0.3962513898448669
9,21.0,0.003147482014388489,6672.0,1044.0,0.1564748201438849,D1_Virtual-08-02-2022__17_30_00,3827.0,0.5735911270983214,1780.0,0.2667865707434053
10,,,9043.0,1365.0,0.15094548269379632,D1_Virtual-08-02-2022__17_42_11,4393.0,0.4857901139002544,3285.0,0.3632644034059493
11,51.0,0.004753914988814318,10728.0,862.0,0.08035048471290082,D1_Virtual-11-02-2022__13_54_01,7687.0,0.7165361670395227,2128.0,0.19835943325876207
12,80.0,0.007313282749794314,10939.0,1741.0,0.15915531584239875,D1_Virtual-11-02-2022__14_08_46,5510.0,0.5037023493920834,3608.0,0.32982905201572355
13,550.0,0.02284812229976737,24072.0,3313.0,0.1376287803256896,D1_Virtual-11-02-2022__14_32_56,16032.0,0.6660019940179461,4177.0,0.17352110335659687
14,26.0,0.0016620852777600205,15643.0,1795.0,0.11474781052227835,D1_Virtual-11-02-2022__15_00_04,11582.0,0.7403950648852522,2240.0,0.14319503931470945
15,846.0,0.08551501061356515,9893.0,2051.0,0.2073183058728394,D1_Virtual-28-01-2022__14_49_30,3703.0,0.3743050641867988,3293.0,0.3328616193267967
16,147.0,0.02314596126594237,6351.0,1397.0,0.2199653597858605,D1_Virtual-28-01-2022__15_02_53,2525.0,0.3975751850102346,2282.0,0.3593134939379625
17,181.0,0.01917982409664088,9437.0,991.0,0.10501218607608352,D1_Virtual-28-01-2022__15_11_49,5858.0,0.620748119105648,2407.0,0.2550598707216276
18,131.0,0.010391052589831045,12607.0,1313.0,0.1041484889347188,D1_Virtual-28-01-2022__15_24_45,7966.0,0.6318711826762909,3197.0,0.2535892757991592
19,397.0,0.03403926948469519,11663.0,1681.0,0.14413101260396124,D1_Virtual-28-01-2022__15_39_50,4416.0,0.37863328474663466,5169.0,0.4431964331647089
