,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,70.0,0.009261709446943637,7558.0,579.0,0.0766075681397195,D10_Virtual-05-04-2022__14_39_32,5337.0,0.7061391902619741,1572.0,0.2079915321513628
1,245.0,0.011521820917983448,21264.0,1881.0,0.08845936794582393,D10_Virtual-05-04-2022__15_02_43,14316.0,0.6732505643340858,4822.0,0.2267682468021069
2,94.0,0.0126770060687795,7415.0,443.0,0.05974376264329063,D10_Virtual-05-04-2022__15_28_53,3291.0,0.4438300741739717,3587.0,0.4837491571139582
3,8.0,0.0012130401819560276,6595.0,967.0,0.1466262319939348,D10_Virtual-05-04-2022__15_47_01,2580.0,0.3912054586808188,3040.0,0.4609552691432904
4,83.0,0.009289311695579184,8935.0,818.0,0.09155008393956353,D10_Virtual-05-04-2022__15_56_35,5536.0,0.6195858981533297,2498.0,0.2795747062115277
5,707.0,0.12962962962962962,5454.0,159.0,0.029152915291529163,D10_Virtual-05-04-2022__16_18_33,3254.0,0.5966263292995966,1334.0,0.2445911257792445
6,204.0,0.02360018509949097,8644.0,1576.0,0.18232299861175386,D10_Virtual-05-04-2022__16_25_25,3915.0,0.4529153169828783,2949.0,0.3411614993058769
7,,,6021.0,325.0,0.0539777445607042,D10_Virtual-08-03-2022__14_31_50,3287.0,0.5459226042185683,2409.0,0.4000996512207273
8,13.0,0.001343113958053518,9679.0,676.0,0.06984192581878293,D10_Virtual-08-03-2022__14_42_06,4884.0,0.5045975823948755,4106.0,0.4242173778282881
9,,,6865.0,1865.0,0.2716678805535324,D10_Virtual-08-03-2022__14_54_45,1664.0,0.2423889293517844,3336.0,0.4859431900946832
10,238.0,0.03681361175560712,6465.0,1116.0,0.1726218097447796,D10_Virtual-15-02-2022__14_32_42,1547.0,0.23928847641144624,3564.0,0.551276102088167
11,70.0,0.005596418292292933,12508.0,2588.0,0.2069075791493444,D10_Virtual-15-02-2022__14_41_30,2878.0,0.23009274064598656,6972.0,0.5574032619123761
12,107.0,0.008646464646464647,12375.0,1756.0,0.14189898989898989,D10_Virtual-15-02-2022__15_24_52,4358.0,0.3521616161616162,6154.0,0.4972929292929293
13,198.0,0.026001313197636246,7615.0,1129.0,0.14826001313197634,D10_Virtual-22-02-2022__14_30_29,2610.0,0.3427445830597505,3678.0,0.4829940906106369
14,355.0,0.037693777872159696,9418.0,925.0,0.09821618177957103,D10_Virtual-22-02-2022__14_41_36,3489.0,0.37046081970694417,4649.0,0.4936292206413251
15,398.0,0.03240250753073354,12283.0,1317.0,0.10722136285923636,D10_Virtual-22-02-2022__14_53_33,4694.0,0.3821541968574452,5874.0,0.4782219327525849
16,,,6723.0,1428.0,0.212405176260598,D10_Virtual-22-03-2022__14_50_24,2780.0,0.4135058753532649,2515.0,0.3740889483861372
17,75.0,0.014964086193136472,5012.0,334.0,0.06664006384676775,D10_Virtual-22-03-2022__15_00_32,2165.0,0.4319632881085395,2438.0,0.4864325618515562
18,38.0,0.00705009276437848,5390.0,812.0,0.15064935064935064,D10_Virtual-22-03-2022__15_09_01,1782.0,0.3306122448979592,2758.0,0.5116883116883116
19,72.0,0.010820559062218215,6654.0,730.0,0.10970844604749024,D10_Virtual-25-03-2022__14_31_08,3901.0,0.5862639014126841,1951.0,0.29320709347760743
