,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,46.0,0.006006006006006006,7659.0,711.0,0.0928319623971798,D16_Presential-04-03-2022__08_48_44,2725.0,0.3557905731818775,4177.0,0.5453714584149367
1,34.0,0.010890454836643177,3122.0,94.0,0.03010890454836643,D16_Presential-04-03-2022__08_59_27,1525.0,0.4884689301729661,1469.0,0.4705317104420244
2,293.0,0.12976085031000886,2258.0,61.0,0.027015057573073518,D16_Presential-04-03-2022__09_05_31,1314.0,0.5819309123117803,590.0,0.2612931798051373
3,66.0,0.0062983109075293465,10479.0,1241.0,0.11842733085218055,D16_Presential-04-03-2022__09_59_06,3516.0,0.3355281992556542,5656.0,0.539746158984636
4,4.0,0.0004082882515055629,9797.0,1388.0,0.14167602327243034,D16_Presential-04-03-2022__10_12_49,4095.0,0.4179850974788201,4310.0,0.4399305909972441
5,10.0,0.0014150275930380645,7067.0,724.0,0.10244799773595584,D16_Presential-04-03-2022__10_57_37,3182.0,0.450261780104712,3151.0,0.4458751945662941
6,40.0,0.005399568034557235,7408.0,973.0,0.13134449244060475,D16_Presential-04-03-2022__11_10_34,1537.0,0.20747840172786167,4858.0,0.6557775377969762
7,185.0,0.01976284584980237,9361.0,922.0,0.09849375066766372,D16_Presential-04-03-2022__11_29_33,5261.0,0.5620126054908664,2993.0,0.31973079799166754
8,6.0,0.0006225357958082589,9638.0,1346.0,0.1396555301929861,D16_Presential-04-03-2022__11_49_30,3511.0,0.3642871965137995,4775.0,0.4954347374974061
9,38.0,0.0046769230769230785,8125.0,864.0,0.10633846153846152,D16_Presential-04-03-2022__13_03_36,4321.0,0.5318153846153846,2902.0,0.3571692307692308
10,41.0,0.004816163514624692,8513.0,823.0,0.096675672500881,D16_Presential-04-03-2022__13_16_51,5268.0,0.618818277927875,2381.0,0.2796898860566193
11,9.0,0.0013186813186813187,6825.0,785.0,0.115018315018315,D16_Presential-04-03-2022__13_32_43,1986.0,0.29098901098901103,4045.0,0.5926739926739927
12,49.0,0.006969136680415304,7031.0,1559.0,0.2217323282605604,D16_Presential-04-03-2022__13_42_53,2396.0,0.34077656094438913,3027.0,0.4305219741146352
13,166.0,0.01959395656279509,8472.0,699.0,0.0825070821529745,D16_Presential-18-03-2022__08_39_51,3577.0,0.4222143531633616,4030.0,0.4756846081208688
14,151.0,0.012667785234899328,11920.0,674.0,0.05654362416107382,D16_Presential-18-03-2022__09_39_47,7389.0,0.6198825503355705,3706.0,0.3109060402684564
15,2343.0,0.09063128578059725,25852.0,1928.0,0.07457836917840012,D16_Presential-18-03-2022__10_03_28,14251.0,0.551253287946774,7330.0,0.28353705709422866
