,timestamp,gaze360_res,gaze360_x,gaze360_y
0,0:0:0.00,Screen,3.6001175225318827,2.555075929249625
1,0:0:0.07,Screen,2.701987356831674,2.4811111919194886
2,0:0:0.13,Screen,1.6319718443869915,1.6304953168997849
3,0:0:0.20,Screen,0.7482986241034255,0.7158323410398694
4,0:0:0.27,Screen,0.0983827816143618,0.2937877114573072
5,0:0:0.33,Patient,-0.37808306025370303,0.04707094567467037
6,0:0:0.40,Patient,-0.7323066675604412,-0.14289249012529498
7,0:0:0.47,Patient,-0.9297982006061791,-0.18673749823239094
8,0:0:0.53,Patient,-1.0287533769041075,-0.13437701516842726
9,0:0:0.60,Patient,-1.0985501461770526,-0.05961345105811961
10,0:0:0.67,Patient,-1.1403515280570051,0.12412548734646793
11,0:0:0.73,Patient,-1.20581937111274,0.3327723462196553
12,0:0:0.80,Patient,-1.2647874684626916,0.5606640752734479
13,0:0:0.87,Patient,-1.3143208919729303,0.6935495335341522
14,0:0:0.93,Patient,-1.3438994457183568,0.8113700094997216
15,0:0:1.00,Patient,-1.3937473346715752,0.9147925556861776
16,0:0:1.07,Patient,-1.3630111888484506,1.0321368298637776
17,0:0:1.13,Patient,-1.3313278897642988,1.1454143591302164
18,0:0:1.20,Patient,-1.2706234308647004,1.2241018206317154
19,0:0:1.27,Patient,-1.2480033392343397,1.335094828822011
20,0:0:1.33,Patient,-1.2128962041931637,1.4267245256795478
21,0:0:1.40,Patient,-1.1415956466885429,1.4369258750187426
22,0:0:1.47,Patient,-1.0893750602210548,1.4617217851544235
23,0:0:1.53,Patient,-1.0430770828974296,1.452107178498829
24,0:0:1.60,Patient,-1.0090673140788566,1.381469357417522
25,0:0:1.67,Patient,-0.9571107570577294,1.3180918628943368
26,0:0:1.73,Patient,-0.9244785474492578,1.3202227973969345
27,0:0:1.80,Patient,-0.8758024449014523,1.3244202779906082
28,0:0:1.87,Patient,-0.8787096516197899,1.3919715349315396
29,0:0:1.93,Patient,-0.872858531856802,1.428378082469988
30,0:0:2.00,Patient,-0.8872723888958409,1.4595229070875084
31,0:0:2.07,Patient,-0.8975563696219654,1.4627127791171908
32,0:0:2.13,Patient,-0.9125146024218151,1.4756780564410672
33,0:0:2.20,Patient,-0.9346521069519697,1.4618946432371138
34,0:0:2.27,Patient,-0.9739497037011154,1.470261092926708
35,0:0:2.33,Patient,-0.9200511876193508,1.4277456602058836
36,0:0:2.40,Patient,-0.8476982451718412,1.3784549371424746
37,0:0:2.47,Patient,-0.7332622718686278,1.3030228687245873
38,0:0:2.53,Patient,-0.6257691082197826,1.2548044517382602
39,0:0:2.60,Patient,-0.5574116727776055,1.2259071164671298
40,0:0:2.67,Patient,-0.5193277657287015,1.2240521965158475
41,0:0:2.73,Patient,-0.5145430711514125,1.2430816448748725
42,0:0:2.80,Patient,-0.5377974791091252,1.2752750017052423
43,0:0:2.87,Patient,-0.4786986521129698,1.2149699722961598
44,0:0:2.93,Patient,-0.386193446861472,1.0436009065042906
45,0:0:3.00,Patient,-0.25065455615242194,0.8270620036654547
46,0:0:3.07,Patient,-0.12400538089484192,0.6152688355126175
47,0:0:3.13,Patient,-0.04321173631695919,0.4469465003025905
48,0:0:3.20,Screen,0.012363836590329184,0.3568210735696985
49,0:0:3.27,Screen,0.0553725852909297,0.3312806000558792
50,0:0:3.33,Screen,0.07758848699262222,0.3585998988743937
51,0:0:3.40,Screen,0.14442015686302406,0.40295786527349303
52,0:0:3.47,Screen,0.21200769786434875,0.4597418257505024
53,0:0:3.53,Screen,0.2930248360549483,0.497562751051622
54,0:0:3.60,Screen,0.37328733588574464,0.4890934753197238
55,0:0:3.67,Screen,0.4560410397014746,0.4749149483301694
56,0:0:3.73,Screen,0.4990984943847696,0.440336429476303
57,0:0:3.80,Screen,0.5196072334553894,0.4093979345309466
58,0:0:3.87,Screen,0.520895370577139,0.40107771306574014
59,0:0:3.93,Screen,0.5187778727404365,0.38555463290602415
60,0:0:4.00,Screen,0.5158593942711318,0.3856933684106635
61,0:0:4.07,Screen,0.5123591868338429,0.4183062221405708
62,0:0:4.13,Screen,0.5034828401777293,0.4341048622247948
63,0:0:4.20,Screen,0.4966690937662359,0.4386237537826619
64,0:0:4.27,Screen,0.4922128620069342,0.4614490498775048
65,0:0:4.33,Screen,0.5111166654287784,0.4927361106871615
66,0:0:4.40,Screen,0.4964445069134221,0.5047331486034492
67,0:0:4.47,Screen,0.4580162146975719,0.5556156027973363
68,0:0:4.53,Screen,0.3333337730172121,0.5868036078142346
69,0:0:4.60,Screen,0.18557221151958725,0.6763995007082977
70,0:0:4.67,Screen,0.0008297914767996606,0.7547967569510985
71,0:0:4.73,Patient,-0.2299115550058201,0.8086303515207934
72,0:0:4.80,Patient,-0.4697294232709035,0.8477999148945888
73,0:0:4.87,Patient,-0.6665985768220479,0.8317423024048015
74,0:0:4.93,Patient,-0.7650676748684982,0.7961203252763084
75,0:0:5.00,Patient,-0.8041230981020326,0.773099111725182
76,0:0:5.07,Patient,-0.8462438799358037,0.8041685809170841
77,0:0:5.13,Patient,-0.8895175417161898,0.8912067155559837
78,0:0:5.20,Patient,-0.9213211480472504,0.9733156962883784
79,0:0:5.27,Patient,-0.8980898866074306,1.0223682161536738
80,0:0:5.33,Patient,-0.8927349656268252,1.0830594440564163
81,0:0:5.40,Patient,-0.8404416833866273,1.0912925067430128
82,0:0:5.47,Patient,-0.7833558653571627,1.0462208371455484
83,0:0:5.53,Patient,-0.7295368662574364,0.9866986355563644
84,0:0:5.60,Patient,-0.7346242079347954,0.954918970165845
85,0:0:5.67,Patient,-0.7551915309508862,0.9222905369705257
86,0:0:5.73,Patient,-0.7723547252152914,0.9060037178647592
87,0:0:5.80,Patient,-0.8044655932460464,0.9234346983352336
88,0:0:5.87,Patient,-0.8309648174225694,0.9368125273387714
89,0:0:5.93,Patient,-0.8473351710967775,0.9701647799819704
90,0:0:6.00,Patient,-0.8603967982614972,0.9998651594133742
91,0:0:6.07,Patient,-0.8788056296449294,1.0222882337871946
92,0:0:6.13,Patient,-0.9102625585949236,1.0402316649920678
93,0:0:6.20,Patient,-0.9634904381700936,1.1245917856742729
94,0:0:6.27,Patient,-0.9296079764685964,1.1794341049726906
95,0:0:6.33,Patient,-0.7732592447911314,1.1303303749320326
96,0:0:6.40,Patient,-0.5767342306761095,0.955959540318152
97,0:0:6.47,Patient,-0.325536102633852,0.7122215208437722
98,0:0:6.53,Patient,-0.12880594658839528,0.4706623346631251
99,0:0:6.60,Patient,-0.015268404967687926,0.2731646396428899
100,0:0:6.67,Screen,0.04580611484169996,0.15199307149343105
101,0:0:6.73,Screen,0.03887604990666746,0.13743982585174028
102,0:0:6.80,Screen,0.011801263949525841,0.15384969895243422
103,0:0:6.87,Patient,-0.008974079851673164,0.15870604217448506
104,0:0:6.93,Patient,-0.04269839976846576,0.143337430667781
105,0:0:7.00,Patient,-0.06954379015684096,0.10083347229649224
106,0:0:7.07,Patient,-0.09157039319574267,0.05796828431380694
107,0:0:7.13,Patient,-0.1074503241790578,0.015976807657291533
108,0:0:7.20,Patient,-0.1082530790756312,-0.0215504589496164
109,0:0:7.27,Patient,-0.1226077589457017,-0.025689584340102063
110,0:0:7.33,Patient,-0.1529981698920919,-0.004844223347811053
111,0:0:7.40,Patient,-0.21133675581228595,0.06275131289221612
112,0:0:7.47,Patient,-0.30381019181564306,0.17763929978880738
113,0:0:7.53,Patient,-0.4170690070953703,0.3419511649490824
114,0:0:7.60,Patient,-0.5557889124817428,0.5771343788190947
115,0:0:7.67,Patient,-0.6930830066314554,0.8161142874188883
116,0:0:7.73,Patient,-0.8236209912445156,1.0195405247696612
117,0:0:7.80,Patient,-0.9197520482369834,1.1138497289010707
118,0:0:7.87,Patient,-0.987998417299592,1.1557388722874904
119,0:0:7.93,Patient,-1.048472032819316,1.201404679752696
120,0:0:8.00,Patient,-1.0872955411211855,1.3186750972795591
121,0:0:8.07,Patient,-1.0863374328737925,1.3883397435251772
122,0:0:8.13,Patient,-1.0321629866445912,1.399392180224163
123,0:0:8.20,Patient,-0.9256633234089572,1.3088627023889077
124,0:0:8.27,Patient,-0.8535179348192008,1.2066050853937205
125,0:0:8.33,Patient,-0.8148229429285768,1.0767923151193761
126,0:0:8.40,Patient,-0.8302029973379523,0.9727327408392812
127,0:0:8.47,Patient,-0.8827063858620958,0.9290748307845292
128,0:0:8.53,Patient,-0.987648905141192,0.9361246605438583
129,0:0:8.60,Patient,-1.127314321726679,0.9607714299152192
130,0:0:8.67,Patient,-1.2496255053523435,0.9970841308806748
131,0:0:8.73,Patient,-1.3526130127948277,1.0589862471230371
132,0:0:8.80,Patient,-1.4110300720018976,1.0662439227771874
133,0:0:8.87,Patient,-1.3839659793587151,1.0276709162508404
134,0:0:8.93,Patient,-1.3146618342108167,0.950122333331466
135,0:0:9.00,Patient,-1.2236687263953767,0.8756750682805218
136,0:0:9.07,Patient,-1.14763496438309,0.7708605103230625
137,0:0:9.13,Patient,-1.1355641580563676,0.7076731106811344
138,0:0:9.20,Patient,-1.1516983226177069,0.626788634699489
