,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,8.0,0.0005005944559164007,15981.0,2282.0,0.1427945685501533,D2_Presential-17-02-2022__10_50_35,8464.0,0.5296289343595519,5227.0,0.3270759026343783
1,57.0,0.0016747465843984133,34035.0,3425.0,0.10063170265902747,D2_Presential-17-02-2022__11_11_24,24082.0,0.7075657411488174,6471.0,0.19012780960775671
2,43.0,0.0037607136610110213,11434.0,1365.0,0.11938079412279168,D2_Presential-17-02-2022__11_50_04,6911.0,0.6044253979359804,3115.0,0.2724330942802169
3,32.0,0.0023816612086930635,13436.0,787.0,0.05857398035129504,D2_Presential-17-02-2022__12_03_41,8694.0,0.6470675796367966,3923.0,0.2919767788032153
4,19.0,0.0012023033601214956,15803.0,2096.0,0.13263304435866607,D2_Presential-17-02-2022__12_19_45,9697.0,0.6136176675314814,3991.0,0.2525469847497311
5,4.0,0.00022233338891668056,17991.0,2373.0,0.13189928297482073,D2_Presential-17-02-2022__12_41_02,11282.0,0.6270913234394975,4332.0,0.24078706019676505
6,15.0,0.0007405578869414959,20255.0,3570.0,0.17625277709207604,D2_Presential-17-02-2022__15_45_09,10317.0,0.5093557146383609,6353.0,0.3136509503826216
7,25.0,0.0015040308025508365,16622.0,2821.0,0.16971483575983634,D2_Presential-17-02-2022__16_40_25,7684.0,0.462278907472025,6092.0,0.3665022259655878
8,39.0,0.0016955047387183725,23002.0,2037.0,0.08855751673767498,D2_Presential-24-02-2022__13_43_38,14249.0,0.6194678723589253,6677.0,0.2902791061646813
9,8.0,0.0006189076280365155,12926.0,2555.0,0.19766362370416216,D2_Presential-24-02-2022__16_28_38,6131.0,0.4743153334364846,4232.0,0.3274021352313167
10,1.0,8.619203585588691e-05,11602.0,1192.0,0.1027409067402172,D2_Presential-24-02-2022__16_44_16,4400.0,0.3792449577659025,6009.0,0.5179279434580245
11,26.0,0.0015225156643438546,17077.0,1977.0,0.1157697487849154,D2_Presential-25-02-2022__13_47_50,10783.0,0.6314340926392223,4291.0,0.25127364291151844
12,21.0,0.0021033653846153845,9984.0,1299.0,0.13010817307692307,D2_Presential-25-02-2022__14_08_12,6179.0,0.6188902243589743,2485.0,0.2488982371794872
13,30.0,0.0022927015666794038,13085.0,1496.0,0.11432938479174627,D2_Presential-25-02-2022__14_20_18,7162.0,0.5473442873519296,4397.0,0.3360336262896446
14,3.0,0.000272133526850508,11024.0,2196.0,0.19920174165457186,D2_Presential-25-02-2022__14_48_45,5575.0,0.5057148040638607,3250.0,0.294811320754717
15,28.0,0.0011962744595402884,23406.0,3742.0,0.15987353669999144,D2_Presential-25-02-2022__15_07_10,15821.0,0.6759377937281039,3815.0,0.16299239511236435
16,66.0,0.0041270635317658825,15992.0,1416.0,0.08854427213606804,D2_Presential-25-02-2022__15_35_53,8798.0,0.5501500750375188,5712.0,0.3571785892946473
17,10.0,0.0007429972509101718,13459.0,2451.0,0.18210862619808307,D2_Presential-25-02-2022__15_56_55,6702.0,0.497956757559997,4296.0,0.3191916189910097
18,94.0,0.0056453065881929025,16651.0,2368.0,0.1422136808600084,D2_Presential-25-02-2022__16_19_16,7432.0,0.4463395591856345,6757.0,0.4058014533661642
19,11.0,0.0012111869632239595,9082.0,1867.0,0.2055714600308302,D2_Presential-25-02-2022__16_39_18,4963.0,0.546465536225501,2241.0,0.24675181678044483
