,frame,f_found,f_confidence,face_centerx,face_centery,face_centerz,2d_x,2d_y,3d_x,3d_y,3d_z
0,0,1,0.9997595,-52.478245745399676,1.0234378070172572,477.76409239218265,0.9859529732247926,1.364891761358385,-0.46359175,0.5863868,-0.66425395
1,1,1,0.9998528,-43.77702850141231,1.7210872548918534,481.7114749141974,0.8218066484912496,1.4020154531254236,-0.3836839,0.6189692,-0.68532026
2,2,1,0.99990916,-32.98719148865708,2.236672740397701,477.0807348250528,0.4943687981922498,1.249626813252218,-0.2052971,0.6240027,-0.753972
3,3,1,0.9998171,-11.048586972489625,0.8358889780691143,477.5918902621936,0.20735301412347598,1.0230282904485628,-0.029001432,0.57047504,-0.8208028
4,4,1,0.9996214,6.992465586422775,0.6338268020347826,465.72475945477663,-0.033947880861669416,0.8088475864934027,0.14770512,0.49639046,-0.8554413
5,5,1,0.9999013,23.819789381483986,-0.3265024444499005,469.44572234974925,-0.23888779776491162,0.6711528817969054,0.29807934,0.42097065,-0.8566986
6,6,1,0.9998628,36.12148915464124,-0.12835048281720182,465.7036289192572,-0.34047557053171607,0.5655998854304544,0.36766988,0.3653839,-0.8551687
7,7,1,0.9998678,43.82846545589305,0.7666093668440984,461.7859524605836,-0.3606512298875587,0.48176572504843046,0.37722483,0.324765,-0.8673115
8,8,1,0.9995503,50.073915449291896,2.703530351548134,450.1748053807108,-0.2855293333933336,0.40786075644271436,0.31077337,0.29903683,-0.90221775
9,9,1,0.9996314,58.37140863792871,5.809826818020859,457.1104993238623,-0.292714299234185,0.4596665913059041,0.29644215,0.31741422,-0.90076095
10,10,1,0.9995881,65.27328476617095,8.635751729708085,455.6119237456012,-0.30436121277507483,0.5412508083759533,0.2926353,0.35551247,-0.8876798
11,11,1,0.99970144,71.760376768344,10.746506678712892,451.6395767081608,-0.33002277553694276,0.6230967487887487,0.30290636,0.39408267,-0.86772496
12,12,1,0.9992933,78.65568541162195,13.002757936769308,443.8624186122602,-0.3548220161974495,0.7009512311999238,0.31324732,0.43231538,-0.84556466
13,13,1,0.9992976,84.7384066451297,16.167895561614895,437.30755381052626,-0.37202485407284935,0.8358456160921314,0.3139505,0.49332187,-0.8112143
14,14,1,0.9985709,89.86072507974058,20.368443889916723,430.12315727537026,-0.42939555793280265,1.0239169449926449,0.3452732,0.56306064,-0.7508323
15,15,1,0.99791986,91.24426358982647,25.191774631168087,417.1450620309375,-0.5758121885770349,1.2992558299949581,0.43585736,0.6336509,-0.6391517
16,16,1,0.9958792,91.39700129356282,28.452773548612303,405.4039433209821,-0.7491999652963637,1.5871799027486646,0.5156163,0.6758671,-0.52663416
17,17,1,0.9967014,91.51327223966314,30.6994620358895,399.459932604102,-0.836296584055783,1.7266859220492745,0.5468361,0.68780524,-0.4773827
18,18,1,0.9947767,95.62805428723017,32.377022890237065,406.177117038058,-0.8666056427600263,1.6880351335929082,0.5611783,0.6690902,-0.48723426
19,19,1,0.99279445,98.48532607929833,31.924473697446512,410.8602979443963,-0.9153051373767584,1.6117285970592163,0.58994216,0.6382402,-0.49458843
20,20,1,0.9969445,99.78011243252071,31.115248564278176,412.7220090191497,-0.9430203527838636,1.4700553148603017,0.619428,0.59482855,-0.5123359
21,21,1,0.9946754,98.86349874884944,30.19902198727692,408.0613570106247,-0.894038476817145,1.326665129026282,0.61826974,0.56873983,-0.5424736
22,22,1,0.99588156,100.30225099558818,29.013649877867824,410.88133092391894,-0.8804164623325672,1.281262905755794,0.6138901,0.55895644,-0.5574107
23,23,1,0.9980019,100.99489819618539,28.63791538834945,411.4245392150972,-0.8826742926621955,1.2865417881935397,0.61309266,0.56056404,-0.5566736
24,24,1,0.9982153,103.17482190942503,28.657034564361044,419.0852030397725,-0.9443479895355767,1.432717625562918,0.61725795,0.5855054,-0.5255246
25,25,1,0.9985487,103.31707573984924,29.291087861743392,420.09433997152877,-0.9630476462328132,1.5855592560470295,0.6053617,0.6204316,-0.49859995
26,26,1,0.99789715,102.15582998898448,29.00393144358341,417.19355186303034,-0.9343740280992322,1.6953376105990818,0.57980794,0.6550265,-0.4845236
27,27,1,0.9984497,102.48984263301817,29.160327335436858,420.0088553307432,-0.990381177220399,1.9398296337588128,0.57169443,0.6921021,-0.44063628
28,28,1,0.99839526,101.58750887360792,29.258233463615216,417.24297328779045,-1.0405235008114881,2.0721999231099493,0.5775984,0.7054687,-0.41072378
29,29,1,0.99743724,101.16578919024757,29.236313160669088,420.5600522258457,-1.0702085528367684,2.1957815760126302,0.573359,0.7184628,-0.39379025
30,30,1,0.9965712,97.99812871503185,28.502938833930177,410.6212337011684,-1.0398617392454212,2.1799757860173687,0.5682025,0.72514063,-0.3889949
31,31,1,0.9958891,98.9749709820308,29.73135322490971,418.87453447675153,-1.0033435789550704,2.132730445925681,0.55648863,0.72241503,-0.41041073
32,32,1,0.9951243,99.05586800734515,30.24630713450884,422.75061812634544,-1.08780521903406,2.331547414867173,0.56521696,0.7336866,-0.37713903
33,33,1,0.9956118,98.80974233069607,29.63750929516299,421.6734781859487,-1.1157118612250374,2.3582717273335607,0.5727965,0.7321137,-0.36866477
34,34,1,0.9972372,97.70958768803577,30.156507594688374,420.23483431848507,-1.0928683663455088,2.3706610642441994,0.56410193,0.7386475,-0.36903787
35,35,1,0.99720794,98.08651638136354,30.11538307932655,421.6220043241893,-1.0508582356130889,2.282660055809389,0.5576562,0.7343518,-0.3869716
36,36,1,0.9972646,97.24242051536146,30.451028142670072,418.8017419536709,-0.8982478307919262,1.9270956565826947,0.5376669,0.7083168,-0.45738566
37,37,1,0.99738806,96.8251126947503,30.59381963457928,417.27003145909595,-0.762947339889985,1.601949858008313,0.5110854,0.67050785,-0.53778344
38,38,1,0.99679947,96.9718906064108,29.89268275914476,415.15757178729353,-0.6541543337158569,1.2608628948123917,0.48846498,0.60317093,-0.63054484
39,39,1,0.9964439,97.00293281622398,29.796201101346583,413.37498624595247,-0.5765577670964963,1.0602208319721942,0.45861936,0.5522657,-0.69618315
40,40,1,0.99649364,97.7176528784231,30.14821606613854,413.8532616863923,-0.5533258771440298,0.930970098956328,0.45322636,0.5049862,-0.73455757
41,41,1,0.9964832,96.6888761538974,30.631655705215582,411.4399475106225,-0.5500449147371439,0.8025178132222712,0.4664018,0.44923797,-0.76200706
42,42,1,0.99743634,96.20829459092595,30.00453611962226,408.17330772194856,-0.5597143337412287,0.7314748363899178,0.48328245,0.4166272,-0.76997393
43,43,1,0.9975204,96.54225945106627,29.78207688038618,409.47776437268425,-0.6040219435731713,0.7441470666262422,0.51424253,0.41352335,-0.75136745
44,44,1,0.99736184,96.30138350944293,29.985661951782166,408.9414925525259,-0.62436939418838,0.7844874088832796,0.5261772,0.42815796,-0.7347233
45,45,1,0.9971276,95.8833830838556,29.58514310453711,407.5937295954216,-0.6460434335290847,0.8507522337878765,0.5362595,0.454713,-0.7110991
46,46,1,0.9969189,95.59408475278933,29.563268913153063,408.0150209471655,-0.6643627403182172,0.9224768435288567,0.54108655,0.48092252,-0.6898833
47,47,1,0.99715,95.90648450215419,29.9186986597358,409.9051846420485,-0.6713317499463538,0.9904149802153387,0.5364743,0.5053433,-0.67588717
48,48,1,0.99688655,95.51709741229264,29.505369837418943,406.62366927022623,-0.6450907346164798,1.0251559735120312,0.51746976,0.5277241,-0.6735966
49,49,1,0.9972807,95.8593515346327,30.04180129254675,409.4817443079851,-0.6262156670608998,1.0549622298223351,0.4989687,0.5410214,-0.67699796
50,50,1,0.99762744,95.30111947361667,29.71695731524143,410.6537230189837,-0.6177125705318164,1.080130583587163,0.49006376,0.5517514,-0.67483926
51,51,1,0.99732566,95.69045241918792,29.59727239648826,411.74073684543083,-0.6470784462149087,1.1199113532623064,0.50419617,0.5590566,-0.6582112
52,52,1,0.9972573,93.78841116072437,28.998545938982343,406.72353330486567,-0.6509462881589243,1.1405849698645067,0.5097123,0.56868124,-0.6455967
53,53,1,0.9969415,93.33958548996675,28.793417363269118,406.69569300034647,-0.68917385809271,1.1544501514143841,0.53322536,0.56425625,-0.630306
54,54,1,0.9956222,92.84841857269602,28.297942326081586,406.8022771280746,-0.6995897376285224,1.174068408657788,0.5375769,0.5687141,-0.62255555
55,55,1,0.9967655,93.55350260759859,28.548552166001077,410.41211772315484,-0.7391015702473921,1.2365405218279768,0.5506187,0.5775283,-0.60272723
56,56,1,0.99683493,94.25681253393464,28.210922029109042,414.81095274724015,-0.7818811588596055,1.3554777412776204,0.5562422,0.6018759,-0.5730096
57,57,1,0.9938345,93.5069085707134,27.58161256325911,413.58431133581433,-0.8156090554261664,1.4812104990571875,0.55909824,0.62971777,-0.5393187
58,58,1,0.9961868,92.87829341800027,27.4643716526155,414.07919910746244,-0.7556449385182488,1.4337834129954325,0.5329698,0.6312056,-0.5634916
59,59,1,0.997766,91.0649153949169,26.246398556794844,411.0320104758501,-0.7050119180199577,1.4092065527025288,0.5097286,0.6388035,-0.5762872
60,60,1,0.9963977,92.41867923481921,26.039435210104703,417.1770580919363,-0.6723500139485885,1.3720372598535981,0.48955202,0.633082,-0.5996216
61,61,1,0.995148,91.80094150291411,24.43183328186311,421.60155388635326,-0.6630674410374954,1.153615302610487,0.50736874,0.5649657,-0.6506849
62,62,1,0.9960873,87.92040824549542,18.421338377601867,415.5762840828063,-0.6259339585647502,0.8991551390078999,0.517358,0.4877809,-0.7031433
63,63,1,0.99709296,85.9038774104942,10.579254900768836,418.55500903242506,-0.5954340450607368,0.6423381585496799,0.51731145,0.3895441,-0.76200014
64,64,1,0.99659866,84.63040592407877,5.61169281586277,419.62593910103334,-0.5954592522528321,0.45585707085950594,0.52978116,0.30409333,-0.7917444
65,65,1,0.9986267,83.02750654041948,3.626399537743507,419.49766796698145,-0.5726305378336055,0.294857944863464,0.52257335,0.2239866,-0.8226464
66,66,1,0.9990877,82.07010899215061,2.109049913616675,420.39782070975707,-0.5336736538427546,0.17048460748736352,0.4957975,0.16012712,-0.853548
67,67,1,0.99923515,80.96704198881457,2.149502239736883,418.6156918340204,-0.4612701228850467,0.09915725296104824,0.43920445,0.12432512,-0.8897431
68,68,1,0.9994905,81.14688935907738,1.440041403355868,422.90807209071687,-0.46353870788320134,0.1033127996733826,0.43696934,0.1271786,-0.89044
69,69,1,0.9996018,80.40688594589905,1.2166857776574485,425.3326590709382,-0.4707109656916593,0.1218382275138128,0.44231358,0.13745327,-0.8862648
70,70,1,0.9997228,78.3495852154811,0.6530632318070033,426.1399631767959,-0.48014386960883426,0.15011543861235235,0.4530279,0.15408023,-0.8780803
71,71,1,0.99954873,75.73803726803881,0.5166503889329187,422.45682870314204,-0.46607119244648526,0.17709691008076617,0.44864246,0.1723577,-0.8769337
72,72,1,0.9996605,76.10150678805805,1.3091551005123516,423.18728443885016,-0.4597424587800254,0.20101129673390164,0.4417043,0.1851788,-0.8778417
73,73,1,0.99949217,74.61526638437654,1.8344880823164142,418.37121055617644,-0.4506951825459791,0.22281917480315483,0.44045264,0.19939461,-0.8753532
74,74,1,0.99955803,74.86203049083443,1.5913838669994813,421.6726920643685,-0.4832894879036291,0.26752833410763877,0.46366543,0.22099826,-0.85800594
75,75,1,0.9996613,74.82893494413408,1.29329676334383,424.61502556884943,-0.5065267188363036,0.2873035011373674,0.47942805,0.22880234,-0.8472298
76,76,1,0.99974245,73.86734782674095,2.020001162576868,424.62575993823606,-0.5157493599084134,0.31297009269581527,0.48765665,0.24025676,-0.8393257
77,77,1,0.9996927,73.86361539818763,2.1294557698043803,423.9389693781189,-0.5073351853726,0.3262105709169588,0.4811247,0.24878328,-0.84061044
