,timestamp,gaze360_res,gaze360_x,gaze360_y
3221,0:3:34.73,Patient,-0.9185629911856604,-0.1566437564170754
3222,0:3:34.80,Patient,-0.9268126436177944,-0.141095832181082
3223,0:3:34.87,Patient,-0.8741317135786574,-0.1073991644389556
3224,0:3:34.93,Patient,-0.8359125703695353,-0.0433757834945665
3225,0:3:35.00,Patient,-0.7559157146147055,0.0135824568471296
3226,0:3:35.07,Patient,-0.6587038589077552,0.0827595525358854
3227,0:3:35.13,Patient,-0.6360567540282853,0.1567176637842069
3228,0:3:35.20,Patient,-0.640644723294599,0.1980788822876591
3229,0:3:35.27,Patient,-0.669533606080803,0.2471739226180061
3230,0:3:35.33,Patient,-0.7195852408929299,0.2794419882818966
3231,0:3:35.40,Patient,-0.7639251100748873,0.3127195283092115
3232,0:3:35.47,Patient,-0.787061485061334,0.3433447790152031
3233,0:3:35.53,Patient,-0.7989439944655878,0.3656166346701924
3234,0:3:35.60,Patient,-0.8121745170195983,0.3921851281374568
3235,0:3:35.67,Patient,-0.8228684290940979,0.4101619484865967
3236,0:3:35.73,Patient,-0.8377040164519984,0.4302102341565702
3237,0:3:35.80,Patient,-0.8546514159075992,0.4452838646262358
3238,0:3:35.87,Patient,-0.8606340940796384,0.4571894927552294
3239,0:3:35.93,Patient,-0.8583752174846295,0.4636161502414146
3240,0:3:36.00,Patient,-0.857297458545027,0.4731842017989364
3241,0:3:36.07,Patient,-0.8570358842433139,0.4791047617826465
3242,0:3:36.13,Patient,-0.8551956830771413,0.4816339013737976
3243,0:3:36.20,Patient,-0.856728187538277,0.4705866628579391
3244,0:3:36.27,Patient,-0.8622014134296014,0.4656897427974852
3245,0:3:36.33,Patient,-0.8642170079164366,0.4532856393798451
3246,0:3:36.40,Patient,-0.8627245238724971,0.4210592456409768
3247,0:3:36.47,Patient,-0.8841174782375748,0.3813300949559396
3248,0:3:36.53,Patient,-0.9261312280029286,0.3427936397762393
3249,0:3:36.60,Patient,-0.9708939751811446,0.2944232373162349
3250,0:3:36.67,Patient,-1.0185416003459646,0.2480369021565161
3251,0:3:36.73,Patient,-1.0633660339329265,0.2265483890165598
3252,0:3:36.80,Patient,-1.073829867199026,0.2515632569714047
3253,0:3:36.87,Patient,-1.0332860315098564,0.336457757422062
3254,0:3:36.93,Patient,-0.9731959425531884,0.4422739887716446
3255,0:3:37.00,Patient,-0.9519813262911712,0.5730090901426591
3256,0:3:37.07,Patient,-0.9488565939409964,0.6166618261076358
3257,0:3:37.13,Patient,-0.9388980170156468,0.5955043558741999
3258,0:3:37.20,Patient,-0.929505099989211,0.5313475367557913
3259,0:3:37.27,Patient,-0.9741806150345264,0.4135757573999076
3260,0:3:37.33,Patient,-1.0574230828487523,0.3332966128216342
3261,0:3:37.40,Patient,-1.0878523821629775,0.2734072326618276
3262,0:3:37.47,Patient,-1.1302632226234188,0.262626000394749
3263,0:3:37.53,Patient,-1.0768574415905787,0.2474892312555929
3264,0:3:37.60,Patient,-0.9873729169077818,0.2343137441041632
3265,0:3:37.67,Patient,-0.8481519266246723,0.2358017898550165
3266,0:3:37.73,Patient,-0.6907946057667123,0.2339600591787119
3267,0:3:37.80,Patient,-0.5807777332398797,0.2432088270063322
3268,0:3:37.87,Patient,-0.5138525554123777,0.2441261494978997
3269,0:3:37.93,Patient,-0.4797789484862031,0.2327405842970259
3270,0:3:38.00,Patient,-0.4634771123411524,0.2056866897926395
3271,0:3:38.07,Patient,-0.453893822449725,0.1787327402490693
3272,0:3:38.13,Patient,-0.4584237023503735,0.1543198176358459
3273,0:3:38.20,Patient,-0.4707648751247583,0.1240152810146933
3274,0:3:38.27,Patient,-0.474770512951858,0.1233652852843707
3275,0:3:38.33,Patient,-0.4967599701191764,0.1806381828130229
3276,0:3:38.40,Patient,-0.4959931028528384,0.2665352160337371
3277,0:3:38.47,Patient,-0.4259418383474273,0.3112234601472162
