,timestamp,gaze360_res,gaze360_x,gaze360_y
0,0:0:0.00,Patient,0.5706924444239733,-0.3186580258965035
1,0:0:0.07,Patient,0.6586062867893535,-0.261829916622808
2,0:0:0.13,Patient,0.7256004754106031,-0.2790703085755139
3,0:0:0.20,Patient,0.7331586385010304,-0.2399113042521832
4,0:0:0.27,Patient,0.8049522126492864,-0.2965748162671656
5,0:0:0.33,Patient,0.8208919289861785,-0.3498361515905717
6,0:0:0.40,Patient,0.8258316384530141,-0.3640893811195252
7,0:0:0.47,Patient,0.8312351361184427,-0.3939241783463728
8,0:0:0.53,Patient,0.738235302414144,-0.3115227558697503
9,0:0:0.60,Patient,0.6195212024039598,-0.1568041981198242
10,0:0:0.67,Patient,0.5150549768694149,0.0197613829097781
11,0:0:0.73,Screen,0.355795790663777,0.274348237912509
12,0:0:0.80,Screen,0.1668276265282698,0.6301737363254166
13,0:0:0.87,Screen,0.0159012510103625,0.9671249659530826
14,0:0:0.93,Screen,-0.0507244473860204,1.109899084685961
15,0:0:1.00,Keyboard,-0.1667683823269711,1.3057603423445976
16,0:0:1.07,Keyboard,-0.2840053872557836,1.5910778851538985
17,0:0:1.13,Keyboard,-0.4446093359165439,1.848243619659768
18,0:0:1.20,Screen,-0.5677334681104909,1.9658335666878517
19,0:0:1.27,Keyboard,-0.4456979544830088,1.7516161461165738
20,0:0:1.33,Keyboard,-0.2702106255874456,1.6648985500963986
21,0:0:1.40,Keyboard,-0.2738794081780322,1.7950195090373366
22,0:0:1.47,Keyboard,-0.3533576946201368,2.0742039943883075
23,0:0:1.53,Keyboard,-0.498126508775657,2.308553373657418
24,0:0:1.60,Keyboard,-0.4974413104878878,2.262546721697014
25,0:0:1.67,Screen,-0.532898448494218,2.2323381116964423
26,0:0:1.73,Screen,-0.5104506221195075,2.084063914229194
27,0:0:1.80,Keyboard,-0.4507578245954675,1.9240928844299237
28,0:0:1.87,Keyboard,-0.4199470105731172,1.800345175824292
29,0:0:1.93,Keyboard,-0.4733479234157965,1.8385194165518397
30,0:0:2.00,Keyboard,-0.3994793385602616,1.747139430979708
31,0:0:2.07,Keyboard,-0.4102450670479197,1.7815402832995084
32,0:0:2.13,Keyboard,-0.470220901611963,1.8352218587186664
33,0:0:2.20,Keyboard,-0.4694699017956255,1.865423536651061
34,0:0:2.27,Keyboard,-0.4798911018901106,1.885842461957964
35,0:0:2.33,Screen,-0.5678069426359477,2.027738668870112
36,0:0:2.40,Screen,-0.5855729470252252,2.0850483848167265
37,0:0:2.47,Screen,-0.657172815270916,2.069393189136816
38,0:0:2.53,Screen,-0.6797460428293156,1.7875682372988846
39,0:0:2.60,Screen,-0.4321586151357071,1.2283407080299975
40,0:0:2.67,Patient,-0.119503785459164,0.7920072039768807
41,0:0:2.73,Screen,0.2181421786737686,0.402551734758152
42,0:0:2.80,Screen,0.3774669160793792,0.1874528597712306
43,0:0:2.87,Screen,0.4506641917458323,0.0177730566057681
44,0:0:2.93,Patient,0.5038468589162103,-0.1047150014261708
45,0:0:3.00,Patient,0.5303320078118579,-0.2168068113858687
46,0:0:3.07,Patient,0.583826097060478,-0.2942162464464861
47,0:0:3.13,Patient,0.642338750602413,-0.3447421913580097
48,0:0:3.20,Patient,0.6450428048728797,-0.392762903136989
49,0:0:3.27,Patient,0.6525872259408265,-0.4184940214305742
50,0:0:3.33,Patient,0.6599031454516393,-0.4220943156298515
51,0:0:3.40,Patient,0.6974050354099207,-0.4144986128573019
52,0:0:3.47,Patient,0.724799195530809,-0.407710458350157
53,0:0:3.53,Patient,0.7488693317619648,-0.3949475849766979
54,0:0:3.60,Patient,0.7736923339942771,-0.3926354042294829
55,0:0:3.67,Patient,0.8007081316028473,-0.378568072786762
56,0:0:3.73,Patient,0.8237371098030821,-0.3799123431855001
57,0:0:3.80,Patient,0.8363864184803238,-0.3602541196916376
58,0:0:3.87,Patient,0.8463072448114989,-0.3716394931705155
59,0:0:3.93,Patient,0.8649765302820146,-0.4004459662163108
60,0:0:4.00,Patient,0.8815823158647044,-0.4394061976138863
61,0:0:4.07,Patient,0.8909575575001071,-0.4728443067362444
62,0:0:4.13,Patient,0.8899491386458739,-0.5071706746391706
63,0:0:4.20,Patient,0.8737810228575889,-0.5280821961870461
64,0:0:4.27,Patient,0.854142070653465,-0.525294005777084
65,0:0:4.33,Patient,0.8273017496063818,-0.5211719265213827
66,0:0:4.40,Patient,0.8200328707440036,-0.4763545424225217
67,0:0:4.47,Patient,0.81640271714997,-0.4347908738894983
68,0:0:4.53,Patient,0.8005519782815196,-0.4314031711287103
69,0:0:4.60,Patient,0.7957877932491021,-0.4200098849149847
70,0:0:4.67,Patient,0.7816198041161722,-0.3929800708747753
71,0:0:4.73,Patient,0.767044692437143,-0.349862153744687
72,0:0:4.80,Patient,0.7575570251030374,-0.3116739908303483
73,0:0:4.87,Patient,0.7618671066674279,-0.2644112457600737
74,0:0:4.93,Patient,0.7583273869550519,-0.2416455488112364
75,0:0:5.00,Patient,0.7640553079532523,-0.219469194498148
76,0:0:5.07,Patient,0.768712615012773,-0.1757740498523977
77,0:0:5.13,Patient,0.7862322193550527,-0.1633355756105193
78,0:0:5.20,Patient,0.7805567556441306,-0.1200581635803941
79,0:0:5.27,Patient,0.8170869588738089,-0.0754116839247976
80,0:0:5.33,Patient,0.9023626395027178,-0.0177324376473744
81,0:0:5.40,Patient,1.085197880639171,0.0975794203939915
82,0:0:5.47,Patient,1.2832745517999855,0.2520785551178746
83,0:0:5.53,Patient,1.4726958259006775,0.4463034300101395
84,0:0:5.60,Patient,1.641289575095306,0.6962894558272136
85,0:0:5.67,Patient,1.732846808321509,0.7705965060412701
86,0:0:5.73,Patient,1.59821073825547,0.6793754610920297
87,0:0:5.80,Patient,1.4481910636408288,0.6019510254137623
88,0:0:5.87,Patient,1.3568393710537148,0.5675994736810228
89,0:0:5.93,Patient,1.3068485486139088,0.542111067694295
90,0:0:6.00,Patient,1.2761370753563304,0.5294448303984278
91,0:0:6.07,Patient,1.2254453627210873,0.5025400822180499
92,0:0:6.13,Patient,1.1388809383969327,0.4607971884065419
93,0:0:6.20,Patient,1.0932429063734297,0.4526785974746729
94,0:0:6.27,Patient,1.0425505589906507,0.437143930959301
95,0:0:6.33,Patient,0.947203869011115,0.3538142714174881
96,0:0:6.40,Patient,0.8924375651132999,0.2833666245299816
97,0:0:6.47,Patient,0.8832779257646539,0.2255165986771257
98,0:0:6.53,Patient,0.9186317228854805,0.1787762058798345
99,0:0:6.60,Patient,0.9673764919693943,0.1436424504510156
