,timestamp,gaze360_res,gaze360_x,gaze360_y
0,0:0:0.00,Patient,,
1,0:0:0.07,Patient,,
2,0:0:0.13,Patient,,
3,0:0:0.20,Patient,,
4,0:0:0.27,Patient,,
5,0:0:0.33,Patient,,
6,0:0:0.40,Patient,,
7,0:0:0.47,Keyboard,3.5946692742142385,3.896528819555542
8,0:0:0.53,Keyboard,3.2809208443915887,4.855206911214004
9,0:0:0.60,Keyboard,2.391555876762784,5.134298985893048
10,0:0:0.67,Keyboard,1.6220632828622117,3.5074973611466724
11,0:0:0.73,Keyboard,1.2520955943634158,2.577494379208765
12,0:0:0.80,Keyboard,0.9022082522380458,1.7456917747591592
13,0:0:0.87,Screen,0.7629413803435036,1.2623064046539922
14,0:0:0.93,Screen,0.7133109970851477,1.1240584524434092
15,0:0:1.00,Screen,0.6091614186596598,1.0800706603657366
16,0:0:1.07,Screen,0.6088766825881445,1.0758874107232486
17,0:0:1.13,Screen,0.5608729103241754,1.008292368216951
18,0:0:1.20,Screen,0.4635831427998127,0.9806823910281348
19,0:0:1.27,Screen,0.398420615256582,0.9247409183602756
20,0:0:1.33,Screen,0.34525312662684104,0.9056828232971971
21,0:0:1.40,Screen,0.2749351493887914,0.8607394009383076
22,0:0:1.47,Screen,0.2786214535515996,0.9107938471539868
23,0:0:1.53,Screen,0.258582893157569,0.931767978344393
24,0:0:1.60,Screen,0.2601659063890665,0.9918777159139897
25,0:0:1.67,Screen,0.2466749460363229,0.9769897016881506
26,0:0:1.73,Screen,0.2314926897756545,1.013805138367538
27,0:0:1.80,Screen,0.2619450289249996,1.0567729549694866
28,0:0:1.87,Screen,0.2605733370648989,0.9908256808991256
29,0:0:1.93,Screen,0.2615414018047666,0.9227261125401828
30,0:0:2.00,Screen,0.2433035713400353,0.8578181912458344
31,0:0:2.07,Screen,0.2274121049104364,0.7918933685390818
32,0:0:2.13,Screen,0.2300371351821729,0.7654211806926733
33,0:0:2.20,Screen,0.20890555976565373,0.7648962480701306
34,0:0:2.27,Screen,0.16800722663607395,0.7344560683410036
35,0:0:2.33,Screen,0.12803572224327633,0.8002626514033697
36,0:0:2.40,Screen,0.13138199570695486,0.7502901663651722
37,0:0:2.47,Screen,0.0978768195162487,0.7154586951849037
38,0:0:2.53,Screen,0.09377319045349378,0.7121229746026101
39,0:0:2.60,Screen,0.1069128317583136,0.6723243812988411
40,0:0:2.67,Screen,0.1309772338012732,0.6550375713365411
