,Above Screen,Above Screen_Percentage,Frame_total,Keyboard,Keyboard_Percentage,Name,Patient,Patient_Percentage,Screen,Screen_Percentage
0,8.0,0.0004547780114831448,17591.0,1762.0,0.10016485702916264,D5_Virtual-03-02-2022__17_19_10,10486.0,0.5961002785515319,5335.0,0.30328008640782217
1,4.0,0.00030957356241776964,12921.0,2121.0,0.1641513814720223,D5_Virtual-03-02-2022__17_39_26,7613.0,0.5891958826716198,3183.0,0.2463431622939401
2,1.0,4.621712806766188e-05,21637.0,2730.0,0.1261727596247169,D5_Virtual-03-02-2022__17_54_46,11608.0,0.5364884226094191,7298.0,0.3372926006377964
3,6.0,0.000418848167539267,14325.0,2024.0,0.1412914485165794,D5_Virtual-03-02-2022__18_19_44,9718.0,0.6783944153577661,2577.0,0.1798952879581152
4,,,9900.0,224.0,0.022626262626262626,D5_Virtual-03-03-2022__17_11_01,7707.0,0.7784848484848484,1969.0,0.1988888888888889
5,,,18574.0,983.0,0.052923441369656515,D5_Virtual-03-03-2022__17_24_19,10569.0,0.5690212124475073,7022.0,0.3780553461828362
6,,,11725.0,1748.0,0.14908315565031982,D5_Virtual-03-03-2022__18_10_33,6794.0,0.5794456289978678,3183.0,0.27147121535181234
7,,,8699.0,1604.0,0.18438901023106105,D5_Virtual-03-03-2022__18_46_56,4467.0,0.5135072996896195,2628.0,0.3021036900793195
8,,,19576.0,1648.0,0.08418471597874949,D5_Virtual-10-02-2022__17_02_43,16930.0,0.8648344912137311,998.0,0.05098079280751941
9,,,13964.0,914.0,0.06545402463477512,D5_Virtual-10-03-2022__17_12_35,9546.0,0.6836150100257806,3504.0,0.2509309653394443
10,,,10718.0,1211.0,0.11298749766747528,D5_Virtual-10-03-2022__17_28_39,5929.0,0.5531815637245755,3578.0,0.3338309386079493
11,,,16156.0,1527.0,0.09451596929933152,D5_Virtual-10-03-2022__17_44_52,9284.0,0.5746471898984897,5345.0,0.33083684080217873
12,7.0,0.0003678402522333158,19030.0,139.0,0.0073042564372044145,D5_Virtual-10-03-2022__18_03_42,15200.0,0.7987388334209143,3684.0,0.1935890698896479
13,1.0,7.598784194528876e-05,13160.0,573.0,0.04354103343465045,D5_Virtual-17-02-2022__17_10_17,7737.0,0.5879179331306991,4849.0,0.3684650455927052
14,,,14837.0,722.0,0.04866212846262721,D5_Virtual-17-02-2022__17_43_36,10106.0,0.6811350003369954,4009.0,0.27020287120037745
15,4.0,0.00020401917780271344,19606.0,225.0,0.011476078751402632,D5_Virtual-17-02-2022__18_06_50,17168.0,0.8756503111292462,2209.0,0.1126695909415485
16,,,11697.0,1761.0,0.1505514234419082,D5_Virtual-24-02-2022__17_32_56,6703.0,0.5730529195520219,3233.0,0.27639565700606994
17,,,22722.0,331.0,0.014567379632074641,D5_Virtual-24-02-2022__17_50_17,20796.0,0.9152363348296804,1595.0,0.07019628553824488
18,,,7085.0,56.0,0.007904022582921666,D5_Virtual-24-02-2022__18_35_54,5802.0,0.8189131968948483,1227.0,0.17318278052223007
19,,,17272.0,3248.0,0.18805002315886984,D5_Virtual-24-02-2022__18_54_18,7358.0,0.4260074108383511,6666.0,0.38594256600277904
